participant_id,role,department,comfort_with_ai,main_interest_category,main_interest_detail,concern_category,concern_detail,free_text_feedback
758158,Graduate Student,Public Health,Neutral,AI Policy and Governance,"Shaping clear, workable AI policy for Public Health faculty and staff",No Major Concerns,"Few concerns so far, just want practical Public Health guidance","I'm somewhere in the middle on AI, my priority is sensible AI policy and governance but I don't have major concerns at this point. Please include practical takeaways I can use right away."
374145,Research Scientist,Public Health,Neutral,Data Analysis,Interpreting statistical results and building reproducible Public Health pipelines,Copyright and Intellectual Property,Unclear copyright and ownership rules for AI outputs in Public Health,"I'm somewhere in the middle on AI, I'm keen to use AI for data analysis, and at the same time copyright and IP questions worry me. I'd appreciate clear guidance tailored to Public Health work."
512091,Research Scientist,Public Health,Very Uncomfortable,Data Analysis,"Cleaning, exploring, and visualizing Public Health datasets more quickly",Research Compliance,Keeping AI workflows compliant with sponsor and Public Health mandates,"I'm fairly new to AI and honestly a bit anxious about it, I'm keen to use AI for data analysis but staying compliant with research rules is a real concern. I hope the workshop balances enthusiasm with caution."
556828,Research Scientist,Medicine,Very Comfortable,Research Productivity,"Using AI to draft, organize, and accelerate my Medicine research workflow",Data Privacy,Protecting confidential participant and student data from AI services,"I use AI extensively and feel confident with it, I'd love practical ways to make my research more productive but data privacy is my biggest concern."
579367,Faculty,Public Health,Uncomfortable,Teaching and Course Design,Rethinking assessments in Public Health now that students have AI tools,Student Overreliance on AI,Worried Public Health students stop thinking critically when AI does the work,"I've only dabbled with AI and feel uncertain, I'm most interested in applying AI to teaching and course design, though I worry students will lean on AI too heavily. I hope the workshop balances enthusiasm with caution."
744099,Administrative Staff,Library Services,Uncomfortable,AI Policy and Governance,Setting expectations and guardrails for AI use across Library Services,Lack of Training,Few resources to help Library Services colleagues build practical AI skills,"I've only dabbled with AI and feel uncertain, my priority is sensible AI policy and governance but the lack of training is what holds me back. A hands-on session with real Library Services examples would help a lot."
726489,Research Staff,Public Health,Comfortable,Grant Writing,Drafting and tightening grant proposals for Public Health sponsored projects,Research Integrity,Worried AI-generated text could undermine integrity of Public Health research outputs,"I already use AI fairly regularly, I'd especially value help with grant writing, though my main worry is protecting research integrity."
507173,Undergraduate Student,Business,Very Comfortable,Student Learning Support,Helping Business students use AI tutors without undermining their own learning,Student Overreliance on AI,Worried Business students stop thinking critically when AI does the work,"I'm an enthusiastic adopter of AI tools, I really want to use AI to better support student learning but I worry students will lean on AI too heavily. Please include practical takeaways I can use right away."
471297,Faculty,Business,Uncomfortable,Grant Writing,Using AI to outline aims and polish narratives for Business funding,Academic Misconduct,Students using AI to complete Business assignments without learning anything,"I'm not very confident with AI yet, I'd especially value help with grant writing, though I'm concerned about academic misconduct. I hope the workshop balances enthusiasm with caution."
551588,Undergraduate Student,Education,Comfortable,Career Development,Understanding how AI is reshaping jobs and roles in Education,Hallucinations and Accuracy,AI confidently inventing facts and citations in Education work,"I already use AI fairly regularly, I see AI skills as important for my career, and at the same time the accuracy and hallucination problem concerns me. I'd appreciate clear guidance tailored to Education work."
